dataset,cell_id,condition,cycle,Tem,C_rate,D_rate,Capacity,Var,Ske,Max,Min,Mean,Kur,capacity_norm
3,CY25-05_1-#3,CY25-05_1,310,25,0.5,1.0,2150.307373046875,6.640488379224704e-05,0.5918960617379289,4.18956995010376,4.159523963928223,4.170377731323242,-0.7259607979281801,0.86012294921875
3,CY25-05_1-#3,CY25-05_1,311,25,0.5,1.0,2149.79443359375,6.640681681320328e-05,0.5895440225402849,4.189845561981201,4.159523963928223,4.170437796641204,-0.7151787960020166,0.8599177734375
3,CY25-05_1-#3,CY25-05_1,312,25,0.5,1.0,2148.7509765625,6.619828550294903e-05,0.5926832358004194,4.189609050750732,4.159642219543457,4.170383711992684,-0.7267002637559941,0.859500390625
3,CY25-05_1-#3,CY25-05_1,313,25,0.5,1.0,2147.4033203125,6.699148270857152e-05,0.5882379164468623,4.189648628234863,4.159484386444092,4.170263565192788,-0.7325327580999725,0.858961328125
3,CY25-05_1-#3,CY25-05_1,314,25,0.5,1.0,2145.240478515625,6.860132975324977e-05,0.6012878147513414,4.189451694488525,4.158933162689209,4.169792409670555,-0.7131225473919249,0.85809619140625
3,CY25-05_1-#3,CY25-05_1,315,25,0.5,1.0,2145.320556640625,6.747429881823365e-05,0.5848163231197635,4.1894121170043945,4.159248352050781,4.170118760254423,-0.7375834927784313,0.85812822265625
3,CY25-05_1-#3,CY25-05_1,316,25,0.5,1.0,2144.094970703125,6.806442262001132e-05,0.5922515093394899,4.18956995010376,4.159169673919678,4.170036671525341,-0.7242110556589805,0.85763798828125
3,CY25-05_1-#3,CY25-05_1,317,25,0.5,1.0,2142.328125,6.876889342376143e-05,0.5968299444300813,4.189333438873291,4.158933162689209,4.169754367763713,-0.7185409069181716,0.85693125
3,CY25-05_1-#3,CY25-05_1,318,25,0.5,1.0,2141.691650390625,6.807779449456824e-05,0.5976858994429631,4.189294338226318,4.159051418304443,4.1698511576248425,-0.718534255315924,0.85667666015625
3,CY25-05_1-#3,CY25-05_1,319,25,0.5,1.0,2141.150634765625,6.815939960169612e-05,0.5893051834956299,4.189373016357422,4.159090995788574,4.169931233939478,-0.7299387751561879,0.85646025390625
3,CY25-05_1-#3,CY25-05_1,320,25,0.5,1.0,2140.532958984375,6.770844124693292e-05,0.587289823141792,4.189333438873291,4.1590118408203125,4.169947228189242,-0.7282624680615859,0.85621318359375
3,CY25-05_1-#3,CY25-05_1,321,25,0.5,1.0,2138.871337890625,6.87034715100108e-05,0.5934239430293508,4.189215183258057,4.158657550811768,4.169616165807692,-0.7267659733545129,0.85554853515625
3,CY25-05_1-#3,CY25-05_1,322,25,0.5,1.0,2137.849609375,6.947988283118671e-05,0.5857491974269534,4.189294338226318,4.158342361450195,4.16953672796993,-0.728790446352054,0.85513984375
3,CY25-05_1-#3,CY25-05_1,323,25,0.5,1.0,2136.49853515625,6.985201509330482e-05,0.5901096356671393,4.1890974044799805,4.158421516418457,4.169379218149993,-0.7339844325937666,0.8545994140625
3,CY25-05_1-#3,CY25-05_1,324,25,0.5,1.0,2135.79248046875,7.006093380484719e-05,0.5927759293624912,4.189215183258057,4.158303260803223,4.16938723547984,-0.7158554009566087,0.8543169921875
3,CY25-05_1-#3,CY25-05_1,325,25,0.5,1.0,2135.2275390625,6.94397080748123e-05,0.5849590054554581,4.1892547607421875,4.15846061706543,4.169548091241869,-0.7294574235584865,0.854091015625
3,CY25-05_1-#3,CY25-05_1,326,25,0.5,1.0,2133.281982421875,7.042325810759613e-05,0.5910149858972112,4.188782215118408,4.157909393310547,4.168970108032227,-0.7312125933099844,0.85331279296875
3,CY25-05_1-#3,CY25-05_1,327,25,0.5,1.0,2132.374755859375,7.155077874650632e-05,0.5798438192481427,4.188900470733643,4.157673358917236,4.168944754842984,-0.7367338046273124,0.85294990234375
3,CY25-05_1-#3,CY25-05_1,328,25,0.5,1.0,2132.550537109375,7.088178191835629e-05,0.5909796950538545,4.188821792602539,4.157869815826416,4.16898477683633,-0.724666830977609,0.85302021484375
3,CY25-05_1-#3,CY25-05_1,329,25,0.5,1.0,2130.56982421875,7.185350281295111e-05,0.5900089627451092,4.188782215118408,4.157594203948975,4.168757212364067,-0.7326588846292137,0.8522279296875
3,CY25-05_1-#3,CY25-05_1,330,25,0.5,1.0,2129.789306640625,7.064012760879823e-05,0.5914259509953228,4.188860893249512,4.15775203704834,4.16892942331605,-0.7145395802679828,0.85191572265625
3,CY25-05_1-#3,CY25-05_1,331,25,0.5,1.0,2129.4140625,7.121895835944762e-05,0.5819085908596189,4.188782215118408,4.1577911376953125,4.168954752259335,-0.7416017790205847,0.851765625
3,CY25-05_1-#3,CY25-05_1,332,25,0.5,1.0,2128.61669921875,7.173270629023005e-05,0.5844282045907164,4.188979148864746,4.157515525817871,4.168847302259025,-0.7254164241033343,0.8514466796875
3,CY25-05_1-#3,CY25-05_1,333,25,0.5,1.0,2127.8466796875,7.172899017753579e-05,0.587570800279118,4.188782215118408,4.157515525817871,4.168819936655336,-0.7376353721562388,0.851138671875
3,CY25-05_1-#3,CY25-05_1,334,25,0.5,1.0,2127.261962890625,7.177213312767631e-05,0.5855069904561698,4.188860893249512,4.157673358917236,4.168873988975913,-0.7327119305614991,0.85090478515625
3,CY25-05_1-#3,CY25-05_1,335,25,0.5,1.0,2126.345947265625,7.203177444963287e-05,0.5882830170123219,4.188703536987305,4.157397270202637,4.168691812935522,-0.7218162714399163,0.85053837890625
3,CY25-05_1-#3,CY25-05_1,336,25,0.5,1.0,2125.73974609375,7.19959214559363e-05,0.5830415951112639,4.188782215118408,4.157594203948975,4.1688058901641325,-0.7388884082740059,0.8502958984375
3,CY25-05_1-#3,CY25-05_1,337,25,0.5,1.0,2124.69189453125,7.178808124232077e-05,0.5787882006518598,4.188703536987305,4.157594203948975,4.168784537557828,-0.7499815166417476,0.8498767578125
3,CY25-05_1-#3,CY25-05_1,338,25,0.5,1.0,2121.17578125,7.195446113199028e-05,0.5850565670116629,4.188663959503174,4.157476425170898,4.168737823680296,-0.7364912198815707,0.8484703125
3,CY25-05_1-#3,CY25-05_1,339,25,0.5,1.0,2120.2587890625,7.368479991979483e-05,0.5892100916085696,4.18858528137207,4.157003879547119,4.1684495392492265,-0.7296130049554277,0.848103515625
3,CY25-05_1-#3,CY25-05_1,340,25,0.5,1.0,2119.828369140625,7.291543531439918e-05,0.5753907610449324,4.1885457038879395,4.157161235809326,4.168619705458819,-0.7501605128363837,0.84793134765625
3,CY25-05_1-#3,CY25-05_1,341,25,0.5,1.0,2118.80908203125,7.265477207933196e-05,0.5823923603423665,4.188506603240967,4.157200813293457,4.168520272788355,-0.7408564736842784,0.8475236328125
3,CY25-05_1-#3,CY25-05_1,342,25,0.5,1.0,2118.130126953125,7.31046179059968e-05,0.5826737085029492,4.188427925109863,4.156924724578857,4.168432179143873,-0.7369053638290852,0.84725205078125
3,CY25-05_1-#3,CY25-05_1,343,25,0.5,1.0,2115.9970703125,7.397080053320903e-05,0.5830672270144177,4.188506603240967,4.15676736831665,4.168209213321492,-0.7367036110023664,0.846398828125
3,CY25-05_1-#3,CY25-05_1,344,25,0.5,1.0,2115.8798828125,7.275421307456623e-05,0.580838079697339,4.188663959503174,4.156885623931885,4.168439541832876,-0.7310976240047342,0.846351953125
3,CY25-05_1-#3,CY25-05_1,345,25,0.5,1.0,2115.7587890625,7.269702463575412e-05,0.5763953103272815,4.188703536987305,4.15723991394043,4.168605004326772,-0.7404983683801358,0.846303515625
3,CY25-05_1-#3,CY25-05_1,346,25,0.5,1.0,2114.364990234375,7.319591117088559e-05,0.5830455019169523,4.1885457038879395,4.157161235809326,4.1684221493995794,-0.7305586113345721,0.84574599609375
3,CY25-05_1-#3,CY25-05_1,347,25,0.5,1.0,2113.755615234375,7.372413203517518e-05,0.5786676704342956,4.188663959503174,4.157042980194092,4.168366739305399,-0.7414055403816828,0.84550224609375
3,CY25-05_1-#3,CY25-05_1,348,25,0.5,1.0,2112.215576171875,7.40980267622124e-05,0.5745955737860969,4.188467025756836,4.156610012054443,4.168201220237602,-0.7401138164626491,0.84488623046875
3,CY25-05_1-#3,CY25-05_1,349,25,0.5,1.0,2110.624755859375,7.486867779829597e-05,0.5769439321588096,4.188309669494629,4.156334400177002,4.167952270831092,-0.745244179002913,0.84424990234375
3,CY25-05_1-#3,CY25-05_1,351,25,0.5,1.0,2111.252685546875,7.350412293288068e-05,0.5696813067807869,4.18834924697876,4.156885623931885,4.168295326879469,-0.7530010395026827,0.84450107421875
3,CY25-05_1-#3,CY25-05_1,352,25,0.5,1.0,2109.567626953125,7.41778300335596e-05,0.5721174937998338,4.18834924697876,4.156491756439209,4.168146480948238,-0.7555451403495912,0.84382705078125
3,CY25-05_1-#3,CY25-05_1,353,25,0.5,1.0,2108.606201171875,7.419392044213187e-05,0.576234979733668,4.188388347625732,4.156806945800781,4.16816852052333,-0.7475013691436136,0.84344248046875
3,CY25-05_1-#3,CY25-05_1,354,25,0.5,1.0,2107.00927734375,7.460419886511707e-05,0.5760719589171817,4.188309669494629,4.156491756439209,4.168055687920522,-0.7441582982325818,0.8428037109375
3,CY25-05_1-#3,CY25-05_1,355,25,0.5,1.0,2105.403564453125,7.513618828076944e-05,0.5799336219830279,4.188230991363525,4.15601921081543,4.167770046298787,-0.7280501074392709,0.84216142578125
3,CY25-05_1-#3,CY25-05_1,356,25,0.5,1.0,2104.709228515625,7.56126256803039e-05,0.5777255909583238,4.188152313232422,4.156176567077637,4.167792789006637,-0.753765848409008,0.84188369140625
3,CY25-05_1-#3,CY25-05_1,357,25,0.5,1.0,2104.386474609375,7.488747654813764e-05,0.5688135884193111,4.1881914138793945,4.156334400177002,4.167946912474552,-0.7520924506769764,0.84175458984375
3,CY25-05_1-#3,CY25-05_1,358,25,0.5,1.0,2103.261474609375,7.561491534012588e-05,0.5720890148984823,4.188270092010498,4.156137466430664,4.16782880233506,-0.7543346766116659,0.84130458984375
3,CY25-05_1-#3,CY25-05_1,359,25,0.5,1.0,2102.16552734375,7.56939951536202e-05,0.5755066592072653,4.1881914138793945,4.156176567077637,4.167673272601629,-0.7470012098578303,0.8408662109375
3,CY25-05_1-#3,CY25-05_1,360,25,0.5,1.0,2100.5419921875,7.684603041996367e-05,0.5771381240953098,4.18807315826416,4.155704021453857,4.167358244879771,-0.7412890861611778,0.840216796875
3,CY25-05_1-#3,CY25-05_1,361,25,0.5,1.0,2100.435546875,7.626407396260063e-05,0.5700947250205144,4.187994480133057,4.155940532684326,4.167575836181641,-0.7538568222152544,0.84017421875
3,CY25-05_1-#3,CY25-05_1,362,25,0.5,1.0,2100.141357421875,7.543997991140416e-05,0.5663159775792361,4.188230991363525,4.15601921081543,4.16774271302304,-0.755164746443524,0.84005654296875
3,CY25-05_1-#3,CY25-05_1,363,25,0.5,1.0,2098.907958984375,7.566858475098149e-05,0.5749298713709683,4.188309669494629,4.155979633331299,4.167716672865011,-0.7317095226251258,0.83956318359375
3,CY25-05_1-#3,CY25-05_1,364,25,0.5,1.0,2098.204833984375,7.589150913289549e-05,0.5699839528589878,4.188152313232422,4.155900955200195,4.167672617960784,-0.755470757730758,0.83928193359375
3,CY25-05_1-#3,CY25-05_1,365,25,0.5,1.0,2097.441162109375,7.585232544162857e-05,0.5689496273752198,4.1880340576171875,4.156097888946533,4.167643239942648,-0.7574135106350255,0.83897646484375
3,CY25-05_1-#3,CY25-05_1,366,25,0.5,1.0,2095.802001953125,7.680758157729305e-05,0.5681135680173446,4.187955379486084,4.155704021453857,4.1673636032363115,-0.7594514017195642,0.83832080078125
3,CY25-05_1-#3,CY25-05_1,367,25,0.5,1.0,2095.115234375,7.717754582317664e-05,0.573558851912952,4.187955379486084,4.155467987060547,4.167214789633023,-0.7467463213031951,0.83804609375
3,CY25-05_1-#3,CY25-05_1,368,25,0.5,1.0,2094.3154296875,7.66581246185962e-05,0.5731704164984985,4.1878767013549805,4.155586242675781,4.167309550915734,-0.748326435119882,0.837726171875
3,CY25-05_1-#3,CY25-05_1,369,25,0.5,1.0,2093.63427734375,7.651430563416683e-05,0.5732274674403798,4.187915802001953,4.155861854553223,4.167406316530907,-0.7524850029814996,0.8374537109375
3,CY25-05_1-#3,CY25-05_1,370,25,0.5,1.0,2092.77734375,7.670258359388257e-05,0.565656426106663,4.187758445739746,4.155467987060547,4.16725679979486,-0.7609842002060114,0.8371109375
3,CY25-05_1-#3,CY25-05_1,371,25,0.5,1.0,2091.192626953125,7.7493329622115e-05,0.5702039767680533,4.187601089477539,4.155152797698975,4.166953806149757,-0.7528619681814823,0.83647705078125
3,CY25-05_1-#3,CY25-05_1,372,25,0.5,1.0,2089.609375,7.781816841674892e-05,0.5834244824558565,4.187561511993408,4.1548380851745605,4.166675462561138,-0.7234853604301112,0.83584375
3,CY25-05_1-#3,CY25-05_1,373,25,0.5,1.0,2089.095458984375,7.811840822233594e-05,0.5702646177682694,4.187521934509277,4.154955863952637,4.166753550707283,-0.7506770048101763,0.83563818359375
3,CY25-05_1-#3,CY25-05_1,374,25,0.5,1.0,2088.5107421875,7.862373118422986e-05,0.5725999587076457,4.187443256378174,4.1548380851745605,4.166723534212274,-0.7569025219406074,0.835404296875
3,CY25-05_1-#3,CY25-05_1,375,25,0.5,1.0,2087.88818359375,7.827608773831396e-05,0.5627508474654573,4.187601089477539,4.15503454208374,4.166815628439693,-0.7628450747482929,0.8351552734375
3,CY25-05_1-#3,CY25-05_1,376,25,0.5,1.0,2087.48291015625,7.823444008330969e-05,0.5717065259555527,4.187758445739746,4.155074119567871,4.166865672095347,-0.7437424366371532,0.8349931640625
3,CY25-05_1-#3,CY25-05_1,377,25,0.5,1.0,2086.313720703125,7.860841759961375e-05,0.5712722273548125,4.187404155731201,4.15479850769043,4.166563365419032,-0.7505444492403179,0.83452548828125
3,CY25-05_1-#3,CY25-05_1,378,25,0.5,1.0,2084.37451171875,7.915527306297448e-05,0.5690023467000446,4.187285900115967,4.154561996459961,4.166421179044044,-0.7556451940441384,0.8337498046875
3,CY25-05_1-#3,CY25-05_1,379,25,0.5,1.0,2083.328125,7.913247827965687e-05,0.5739565160931475,4.18736457824707,4.154522895812988,4.166354421841896,-0.7433932214567966,0.83333125
3,CY25-05_1-#3,CY25-05_1,380,25,0.5,1.0,2082.194580078125,7.993387252860295e-05,0.5685236687135433,4.187088966369629,4.154207706451416,4.166167574413752,-0.7498032369579977,0.83287783203125
3,CY25-05_1-#3,CY25-05_1,381,25,0.5,1.0,2081.540283203125,8.05725337638943e-05,0.5635480320665001,4.187010288238525,4.154050350189209,4.166055420697746,-0.7613334294970961,0.83261611328125
3,CY25-05_1-#3,CY25-05_1,382,25,0.5,1.0,2080.602783203125,8.05086165652743e-05,0.5719522993360721,4.187010288238525,4.1539716720581055,4.165939977613546,-0.7460824673220476,0.83224111328125
3,CY25-05_1-#3,CY25-05_1,383,25,0.5,1.0,2080.23046875,7.93395981136684e-05,0.5771833220183016,4.187010288238525,4.1542863845825195,4.166154222973322,-0.7384479633544005,0.8320921875
3,CY25-05_1-#3,CY25-05_1,384,25,0.5,1.0,2079.041015625,8.031519178128698e-05,0.5655352541692749,4.187207221984863,4.1541290283203125,4.166116819543354,-0.7464432498856373,0.83161640625
3,CY25-05_1-#3,CY25-05_1,385,25,0.5,1.0,2077.0751953125,8.091884423462791e-05,0.5651410240227278,4.1868133544921875,4.153735160827637,4.165825835729049,-0.7643475393055894,0.830830078125
3,CY25-05_1-#3,CY25-05_1,386,25,0.5,1.0,2076.36962890625,8.069632814394187e-05,0.5734720056371114,4.186892032623291,4.153892993927002,4.165811821565789,-0.740398167209372,0.8305478515625
3,CY25-05_1-#3,CY25-05_1,387,25,0.5,1.0,2076.067626953125,8.056980590715959e-05,0.5707753091691785,4.18685245513916,4.153735160827637,4.165783768993313,-0.7423620663584845,0.83042705078125
3,CY25-05_1-#3,CY25-05_1,388,25,0.5,1.0,2075.2861328125,8.084185760671143e-05,0.5689614389426035,4.186734676361084,4.153656482696533,4.165720381979215,-0.7533001643959052,0.830114453125
3,CY25-05_1-#3,CY25-05_1,389,25,0.5,1.0,2074.232177734375,8.147099892175849e-05,0.576148734423456,4.186931610107422,4.15381383895874,4.165713059700142,-0.7390857157225978,0.82969287109375
3,CY25-05_1-#3,CY25-05_1,390,25,0.5,1.0,2073.65185546875,8.173067067922966e-05,0.5703458826019998,4.18685245513916,4.15357780456543,4.165664971885034,-0.7553162806859648,0.8294607421875
3,CY25-05_1-#3,CY25-05_1,391,25,0.5,1.0,2073.06591796875,8.176228385819276e-05,0.5624827071349788,4.186734676361084,4.153656482696533,4.165638285168146,-0.7696937087427203,0.8292263671875
3,CY25-05_1-#3,CY25-05_1,392,25,0.5,1.0,2072.465087890625,8.073033703573603e-05,0.5690928398707056,4.18685245513916,4.153892993927002,4.165797128515728,-0.7563605909406061,0.82898603515625
3,CY25-05_1-#3,CY25-05_1,393,25,0.5,1.0,2071.906494140625,8.087012745497827e-05,0.5620150951488246,4.187010288238525,4.153696060180664,4.165809841479286,-0.7531081910168886,0.82876259765625
3,CY25-05_1-#3,CY25-05_1,394,25,0.5,1.0,2070.60009765625,8.197538675007705e-05,0.5654857878744959,4.1868133544921875,4.153380870819092,4.16550880367473,-0.7592829720682399,0.8282400390625
3,CY25-05_1-#3,CY25-05_1,395,25,0.5,1.0,2070.313720703125,8.141195964568022e-05,0.5660599062418588,4.186695098876953,4.153616905212402,4.165619615781105,-0.7626384895989382,0.82812548828125
3,CY25-05_1-#3,CY25-05_1,396,25,0.5,1.0,2068.99853515625,8.176251523396383e-05,0.5599189804281632,4.1866559982299805,4.153341293334961,4.165528160030559,-0.769422425342257,0.8275994140625
3,CY25-05_1-#3,CY25-05_1,397,25,0.5,1.0,2067.385009765625,8.264267566823933e-05,0.575732024748396,4.186734676361084,4.1530656814575195,4.165228479999607,-0.7382575156486424,0.82695400390625
3,CY25-05_1-#3,CY25-05_1,398,25,0.5,1.0,2067.15478515625,8.21216779702071e-05,0.5643869862591685,4.186576843261719,4.153459548950195,4.165380679954917,-0.7617168405681252,0.8268619140625
3,CY25-05_1-#3,CY25-05_1,399,25,0.5,1.0,2064.747314453125,8.430616878574583e-05,0.5736019017540525,4.186301231384277,4.15235710144043,4.164717237828142,-0.7429091807584824,0.82589892578125
3,CY25-05_1-#3,CY25-05_1,401,25,0.5,1.0,2075.100341796875,8.121331247706931e-05,0.5620065400304259,4.1868133544921875,4.153341293334961,4.165614936311366,-0.7478084181102926,0.83004013671875
3,CY25-05_1-#3,CY25-05_1,402,25,0.5,1.0,2069.93115234375,8.283480394414071e-05,0.5603909234483202,4.186301231384277,4.152790069580078,4.165058273380086,-0.771692256470971,0.8279724609375
3,CY25-05_1-#3,CY25-05_1,403,25,0.5,1.0,2066.505859375,8.342521566278506e-05,0.5605165708113339,4.186301231384277,4.152632713317871,4.164928783804683,-0.7680969310806933,0.82660234375
3,CY25-05_1-#3,CY25-05_1,404,25,0.5,1.0,2063.940185546875,8.406844838655101e-05,0.5602277252972281,4.186222553253174,4.152514457702637,4.1647639355417025,-0.7649804096203967,0.82557607421875
3,CY25-05_1-#3,CY25-05_1,405,25,0.5,1.0,2063.291259765625,8.307191909427912e-05,0.5593584747712044,4.186498165130615,4.152671813964844,4.165046918190132,-0.7474743800785335,0.82531650390625
3,CY25-05_1-#3,CY25-05_1,406,25,0.5,1.0,2061.50439453125,8.390661506421792e-05,0.5612623763594519,4.186379909515381,4.152514457702637,4.1648713774600274,-0.7562537928037849,0.8246017578125
3,CY25-05_1-#3,CY25-05_1,407,25,0.5,1.0,2061.190673828125,8.293163554020562e-05,0.5601555134664261,4.186498165130615,4.152829647064209,4.165157738378492,-0.7605322458342716,0.82447626953125
3,CY25-05_1-#3,CY25-05_1,408,25,0.5,1.0,2059.611328125,8.341356234810116e-05,0.5597036871179737,4.186379909515381,4.152790069580078,4.165035587246135,-0.7675724765589891,0.82384453125
3,CY25-05_1-#3,CY25-05_1,409,25,0.5,1.0,2057.950927734375,8.320999597234746e-05,0.5519028427874778,4.186222553253174,4.152435779571533,4.164852045350155,-0.7646399715222412,0.82318037109375
3,CY25-05_1-#3,CY25-05_1,410,25,0.5,1.0,2055.684326171875,8.45852331061893e-05,0.5562596792892871,4.185986518859863,4.152120590209961,4.1644896006180065,-0.7677519133805064,0.82227373046875
3,CY25-05_1-#3,CY25-05_1,411,25,0.5,1.0,2055.63232421875,8.350555964454632e-05,0.5607941388720413,4.186262130737305,4.152632713317871,4.164851406873283,-0.756986191866245,0.8222529296875
3,CY25-05_1-#3,CY25-05_1,412,25,0.5,1.0,2054.571533203125,8.419737867121946e-05,0.5626671018872386,4.1861042976379395,4.152475357055664,4.164743253740213,-0.7661819461821868,0.82182861328125
3,CY25-05_1-#3,CY25-05_1,413,25,0.5,1.0,2053.887939453125,8.362098909484725e-05,0.5677529189656965,4.186065196990967,4.15259313583374,4.164763943623688,-0.7587716280661825,0.82155517578125
3,CY25-05_1-#3,CY25-05_1,414,25,0.5,1.0,2051.818603515625,8.519169145088376e-05,0.5656722802376035,4.185986518859863,4.152002811431885,4.164362842753782,-0.7576752736700163,0.82072744140625
3,CY25-05_1-#3,CY25-05_1,415,25,0.5,1.0,2049.832763671875,8.569585462683497e-05,0.5557286669654855,4.185710906982422,4.151451110839844,4.164018420849816,-0.7626624949382719,0.81993310546875
3,CY25-05_1-#3,CY25-05_1,416,25,0.5,1.0,2049.599853515625,8.503879331705665e-05,0.560487824052394,4.185828685760498,4.151805877685547,4.164247359259654,-0.7720678937192833,0.81983994140625
3,CY25-05_1-#3,CY25-05_1,417,25,0.5,1.0,2048.675048828125,8.456522427723493e-05,0.5626812554896884,4.185868263244629,4.15188455581665,4.1643321150440284,-0.7568295099273095,0.81947001953125
3,CY25-05_1-#3,CY25-05_1,418,25,0.5,1.0,2046.4610595703125,8.704650121103372e-05,0.5615829987182102,4.18563175201416,4.151175498962402,4.163765478942354,-0.762625774923174,0.818584423828125
3,CY25-05_1-#3,CY25-05_1,419,25,0.5,1.0,2046.303955078125,8.558750737762416e-05,0.5523385873569537,4.1855926513671875,4.151451110839844,4.1640150829897085,-0.7767482215435604,0.81852158203125
3,CY25-05_1-#3,CY25-05_1,420,25,0.5,1.0,2046.4364013671875,8.480348239258095e-05,0.5593396663475615,4.185907363891602,4.151766300201416,4.164225295438605,-0.7568074140249093,0.818574560546875
3,CY25-05_1-#3,CY25-05_1,421,25,0.5,1.0,2044.397705078125,8.613656735727233e-05,0.556612000924747,4.18563175201416,4.1515302658081055,4.1639276520680575,-0.7738127133017865,0.81775908203125
3,CY25-05_1-#3,CY25-05_1,422,25,0.5,1.0,2044.204345703125,8.505322675345737e-05,0.5624697092681709,4.185828685760498,4.151727199554443,4.16410383935702,-0.7532267162047028,0.81768173828125
3,CY25-05_1-#3,CY25-05_1,423,25,0.5,1.0,2043.322509765625,8.584823160704194e-05,0.5518821288450924,4.1855926513671875,4.151569366455078,4.1640117936215155,-0.777385229913123,0.81732900390625
3,CY25-05_1-#3,CY25-05_1,424,25,0.5,1.0,2041.47216796875,8.627061227283736e-05,0.5632559073876581,4.185671329498291,4.151293754577637,4.163796150078208,-0.7525403302893552,0.8165888671875
3,CY25-05_1-#3,CY25-05_1,425,25,0.5,1.0,2040.8450927734375,8.607269772865373e-05,0.5573148985196121,4.185474395751953,4.15113639831543,4.16379016132678,-0.75812689229353,0.816338037109375
3,CY25-05_1-#3,CY25-05_1,426,25,0.5,1.0,2040.4649658203125,8.585820232423547e-05,0.5575972132958603,4.185474395751953,4.151490688323975,4.163869591082557,-0.765804358139877,0.816185986328125
3,CY25-05_1-#3,CY25-05_1,427,25,0.5,1.0,2039.8958740234375,8.612682369774342e-05,0.5581923438304611,4.1855926513671875,4.151333332061768,4.163866924027265,-0.7637430220402108,0.815958349609375
3,CY25-05_1-#3,CY25-05_1,428,25,0.5,1.0,2039.49462890625,8.623568182424103e-05,0.5618828581978156,4.185553073883057,4.151293754577637,4.163923667649091,-0.7655963927473168,0.8157978515625
3,CY25-05_1-#3,CY25-05_1,429,25,0.5,1.0,2038.114990234375,8.586733332307031e-05,0.5575875279545651,4.185474395751953,4.151254653930664,4.163788165076304,-0.7596958335131854,0.81524599609375
3,CY25-05_1-#3,CY25-05_1,430,25,0.5,1.0,2036.8834228515625,8.607258694199315e-05,0.555079180623208,4.185434818267822,4.151018142700195,4.16364265700518,-0.757544934741754,0.814753369140625
3,CY25-05_1-#3,CY25-05_1,431,25,0.5,1.0,2035.6610107421875,8.648660993579375e-05,0.5613474668182863,4.185277462005615,4.151018142700195,4.163498490543689,-0.7626292914390862,0.814264404296875
3,CY25-05_1-#3,CY25-05_1,432,25,0.5,1.0,2035.2508544921875,8.645042269641558e-05,0.5529924365023674,4.185238361358643,4.151057720184326,4.163541890807071,-0.773618638121087,0.814100341796875
3,CY25-05_1-#3,CY25-05_1,433,25,0.5,1.0,2033.042724609375,8.702721857160571e-05,0.5624487679577124,4.185198783874512,4.150782108306885,4.163307626368636,-0.7538110500624944,0.81321708984375
3,CY25-05_1-#3,CY25-05_1,434,25,0.5,1.0,2033.3631591796875,8.682785138883652e-05,0.5607699990445265,4.185159206390381,4.150939464569092,4.163504519705045,-0.7621610309970022,0.813345263671875
3,CY25-05_1-#3,CY25-05_1,435,25,0.5,1.0,2032.1025390625,8.752108561464747e-05,0.5566717105340659,4.185198783874512,4.150702953338623,4.163264880746098,-0.7674928477811096,0.812841015625
3,CY25-05_1-#3,CY25-05_1,436,25,0.5,1.0,2031.34130859375,8.76045634586746e-05,0.5574523878922218,4.185277462005615,4.150702953338623,4.1633122735104315,-0.7649975749613565,0.8125365234375
3,CY25-05_1-#3,CY25-05_1,437,25,0.5,1.0,2030.412109375,8.738837995581133e-05,0.5516126939766598,4.185120105743408,4.1506242752075195,4.163270901825468,-0.7719632488385297,0.81216484375
3,CY25-05_1-#3,CY25-05_1,438,25,0.5,1.0,2029.272705078125,8.769686528262343e-05,0.560403051503866,4.1848835945129395,4.1504669189453125,4.163105374675686,-0.7674314412466181,0.81170908203125
3,CY25-05_1-#3,CY25-05_1,439,25,0.5,1.0,2028.5899658203125,8.779029458445654e-05,0.5507842015244498,4.185001850128174,4.1504669189453125,4.163126711118019,-0.7736834226508269,0.811435986328125
3,CY25-05_1-#3,CY25-05_1,440,25,0.5,1.0,2028.293212890625,8.7233475099665e-05,0.5516522990824665,4.185120105743408,4.15066385269165,4.163304926985401,-0.7787562686861818,0.81131728515625
3,CY25-05_1-#3,CY25-05_1,441,25,0.5,1.0,2027.310302734375,8.740090807815344e-05,0.55738054512921,4.185001850128174,4.1506242752075195,4.16318344665786,-0.7669250574482191,0.81092412109375
3,CY25-05_1-#3,CY25-05_1,442,25,0.5,1.0,2026.607177734375,8.775552576997223e-05,0.5580831760397043,4.185041427612305,4.1504669189453125,4.163115388256008,-0.7609536265582211,0.81064287109375
3,CY25-05_1-#3,CY25-05_1,443,25,0.5,1.0,2025.380615234375,8.785395554769507e-05,0.5590304780859899,4.185001850128174,4.150427341461182,4.162999225875079,-0.758875108405439,0.81015224609375
3,CY25-05_1-#3,CY25-05_1,444,25,0.5,1.0,2023.0718994140625,8.942415339995077e-05,0.5585849027157627,4.184726238250732,4.149837017059326,4.162577427039712,-0.7606235793471363,0.809228759765625
3,CY25-05_1-#3,CY25-05_1,445,25,0.5,1.0,2022.8304443359375,8.824507367662836e-05,0.5603228662098971,4.184804916381836,4.150112628936768,4.162715604749777,-0.7626663757318006,0.809132177734375
3,CY25-05_1-#3,CY25-05_1,446,25,0.5,1.0,2023.2369384765625,8.710091505725615e-05,0.5543191900786192,4.184962272644043,4.150506019592285,4.163104024984069,-0.7631095493817659,0.809294775390625
